Course,UCAS,25 Above,Disability,Ethnicity,Gender,British,English native Language,Parent He attendance,Polar 4 Score,SLC,Care Leaver,Student Visa,Refugee,London Permanent Residence,UCAS Points,English,Maths,A Levels,Btec,Previous work,Bursary,Attendance,AWM year 1,AWM year 2,AWM year 3,Overall AWM,Progress,First Sit,Second Sit,Fails,No Submissions,Late Submission,Pass,Re Takes,desertion
BA,yes,no,no,Asian,Male,yes,no,yes,3.0,no,,no,no,yes,128.0,4.0,4.0,no,yes,no,no,96,68,78.0,61.0,69.0,yes,4,2.0,0,1,1,100.0,no,no
BA,yes,no,no,White,Male,yes,no,no,4.0,yes,,no,no,yes,80.0,4.0,4.0,yes,no,no,no,97,45,46.0,51.0,47.333333333333336,yes,2,4.0,0,4,0,100.0,yes,no
BA,yes,no,no,White,Male,yes,,no,4.0,yes,,no,no,no,102.0,3.0,4.0,yes,yes,yes,no,54,33,,,33.0,no,3,1.0,4,0,0,66.66666666666667,no,yes
BA,yes,no,no,Other ethnic background,Male,yes,no,yes,4.0,yes,,no,no,yes,123.0,3.0,4.0,no,yes,no,no,72,80,55.0,55.0,63.333333333333336,yes,3,3.0,0,3,0,100.0,no,no
BA,yes,no,yes,White,Male,no,no,no,3.0,no,no,yes,no,no,120.0,,,yes,,no,yes,95,74,81.0,41.0,65.33333333333333,yes,4,2.0,0,2,2,100.0,yes,no
BA,yes,no,no,White,Male,no,no,yes,5.0,no,no,no,no,yes,144.0,4.0,4.0,no,yes,no,no,90,82,82.0,56.0,73.33333333333333,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,Other ethnic background,Male,yes,no,yes,4.0,yes,no,no,no,yes,160.0,4.0,5.0,no,yes,no,no,92,76,85.0,48.0,69.66666666666667,yes,6,0.0,0,0,0,100.0,no,no
BA,yes,no,no,White,Female,no,no,no,4.0,yes,no,no,no,yes,122.0,3.0,2.0,no,yes,no,no,92,41,40.0,57.0,46.0,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,White,Female,no,no,no,3.0,no,no,yes,no,no,,8.0,7.0,yes,,no,no,75,41,54.0,52.0,49.0,yes,4,2.0,0,1,0,100.0,no,no
BA,yes,no,yes,White,Male,no,no,no,5.0,yes,no,yes,no,no,152.0,,,yes,,no,yes,89,77,43.0,44.0,54.666666666666664,yes,3,3.0,0,3,0,100.0,yes,no
BA,yes,no,no,White,Female,yes,,no,1.0,yes,no,no,no,no,168.0,8.0,7.0,yes,no,yes,yes,67,54,77.0,73.0,68.0,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,Black/Black British African,Male,no,,,2.0,no,no,no,yes,no,108.0,3.0,2.0,yes,no,no,yes,44,35,,,35.0,no,5,,3,1,2,50.0,no,yes
BA,yes,no,no,Asian,Female,yes,yes,yes,4.0,yes,no,no,no,yes,120.0,5.0,4.0,yes,no,yes,no,62,81,56.0,79.0,72.0,yes,4,2.0,0,1,0,100.0,no,no
BA,yes,no,no,Asian,Female,no,no,,3.0,no,no,yes,no,no,128.0,,,yes,no,yes,no,84,68,40.0,81.0,63.0,yes,3,3.0,0,3,0,100.0,no,no
BA,yes,no,no,Asian,Male,yes,yes,no,4.0,yes,no,no,no,yes,101.0,5.0,5.0,no,yes,no,no,76,74,51.0,80.0,68.33333333333333,yes,4,2.0,0,0,0,100.0,no,no
BA,yes,yes,no,Black/Black British African,Female,no,yes,no,,no,no,yes,no,no,,,,yes,no,yes,no,86,56,43.0,76.0,58.333333333333336,yes,5,1.0,0,1,1,100.0,no,no
BA,yes,no,no,Asian,Male,yes,no,yes,4.0,yes,no,no,no,yes,96.0,5.0,5.0,yes,no,no,no,81,84,46.0,48.0,59.333333333333336,yes,4,2.0,0,2,2,100.0,yes,no
BA,yes,no,no,Asian,Female,yes,yes,no,3.0,yes,no,no,no,no,96.0,4.0,3.0,yes,no,no,no,41,35,,,35.0,no,4,2.0,1,1,1,16.666666666666668,no,yes
BA,yes,no,no,White,Male,yes,no,yes,5.0,yes,no,no,no,yes,122.0,3.0,,no,no,yes,no,89,65,41.0,78.0,61.333333333333336,yes,5,1.0,0,1,2,100.0,no,no
BA,yes,no,no,White,Female,yes,yes,yes,1.0,yes,no,no,no,no,106.0,6.0,5.0,yes,no,no,no,75,40,55.0,58.0,51.0,yes,3,3.0,0,2,2,100.0,no,no
BA,yes,no,no,White,Male,yes,yes,yes,4.0,yes,no,no,no,no,112.0,5.0,4.0,yes,no,no,no,58,44,84.0,36.0,54.666666666666664,no,5,1.0,3,1,1,50.0,yes,no
BA,yes,no,no,Black/Black British African,Female,yes,yes,yes,,yes,no,no,no,no,104.0,6.0,4.0,yes,no,no,,91,41,60.0,61.0,54.0,yes,3,3.0,0,4,3,100.0,yes,no
BA,yes,no,no,White,Male,yes,yes,no,3.0,yes,no,no,no,yes,128.0,6.0,6.0,no,yes,yes,,86,56,71.0,80.0,69.0,yes,3,3.0,0,2,0,100.0,no,no
BA,yes,no,no,White,Female,no,no,no,2.0,no,no,no,yes,yes,93.0,5.0,5.0,yes,no,yes,yes,57,41,41.0,,41.0,yes,6,0.0,0,0,0,100.0,no,yes
BA,yes,no,no,White,Male,yes,yes,no,3.0,yes,no,no,no,no,96.0,6.0,5.0,no,yes,yes,,88,76,87.0,60.0,73.33333333333333,yes,4,2.0,0,1,1,100.0,no,no
BA,yes,no,no,Other ethnic background,Male,yes,yes,yes,3.0,no,no,no,no,yes,88.0,,5.0,no,yes,no,no,90,70,75.0,85.0,76.66666666666667,yes,3,3.0,0,3,1,100.0,no,no
BA,yes,no,no,Other ethnic background,Male,no,no,yes,,no,no,yes,no,no,,,,yes,,no,no,96,43,59.0,65.0,55.666666666666664,yes,4,2.0,0,4,2,100.0,no,no
BA,yes,no,no,Other ethnic background,Male,yes,yes,no,3.0,yes,no,no,no,yes,84.0,4.0,3.0,no,yes,yes,no,91,43,73.0,65.0,60.333333333333336,yes,5,1.0,0,4,0,100.0,no,no
BA,yes,no,no,Asian,Female,yes,yes,no,3.0,yes,no,no,no,yes,84.0,5.0,4.0,no,yes,yes,no,95,70,68.0,41.0,59.666666666666664,yes,5,1.0,0,1,0,100.0,no,no
BA,yes,no,no,White,Male,no,no,no,4.0,yes,no,no,no,yes,82.0,4.0,3.0,yes,,no,no,92,59,61.0,78.0,66.0,yes,5,1.0,0,0,0,100.0,no,no
BA,yes,no,no,White,Female,yes,yes,no,4.0,yes,no,no,no,yes,144.0,4.0,4.0,no,yes,no,no,45,49,38.0,,43.5,no,3,3.0,4,2,2,66.66666666666667,no,yes
BA,yes,no,no,White,Male,yes,yes,no,1.0,yes,no,no,no,no,72.0,5.0,5.0,yes,,yes,yes,74,71,82.0,81.0,78.0,yes,5,1.0,0,1,2,100.0,no,no
BA,yes,no,yes,White,Female,yes,yes,no,2.0,yes,no,no,no,yes,104.0,4.0,3.0,yes,yes,yes,yes,51,36,,,36.0,no,4,2.0,4,0,0,66.66666666666667,no,yes
BA,yes,no,yes,Asian,Male,yes,no,yes,5.0,yes,no,no,no,yes,80.0,7.0,6.0,yes,,no,yes,87,78,65.0,83.0,75.33333333333333,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,yes,White,Male,yes,yes,yes,5.0,yes,no,no,no,no,128.0,5.0,5.0,no,yes,yes,yes,68,68,70.0,69.0,69.0,yes,4,2.0,0,1,1,100.0,no,no
BA,yes,no,no,Asian,Male,yes,no,no,,no,no,no,no,no,96.0,5.0,5.0,yes,,yes,no,63,69,47.0,38.0,51.333333333333336,no,5,1.0,3,0,1,50.0,yes,no
BA,yes,no,no,Black/Black British African,Female,no,no,no,,no,no,yes,no,no,,,,yes,,no,no,86,72,60.0,76.0,69.33333333333333,yes,4,2.0,0,0,0,100.0,no,no
BA,yes,no,no,Asian,Male,yes,yes,no,4.0,yes,no,no,no,yes,96.0,6.0,4.0,yes,no,no,no,52,42,35.0,,38.5,no,3,1.0,5,0,0,83.33333333333333,no,yes
BA,yes,no,no,Black/Black British African,Male,yes,yes,yes,5.0,yes,no,no,no,yes,114.0,3.0,7.0,yes,yes,yes,no,82,61,44.0,33.0,46.0,no,3,3.0,3,0,0,50.0,no,no
BA,yes,no,no,White,Male,yes,yes,yes,5.0,yes,no,no,no,yes,96.0,6.0,5.0,yes,no,yes,no,47,42,38.0,,40.0,no,4,2.0,3,1,0,50.0,no,yes
BA,yes,no,no,White,Male,yes,yes,yes,3.0,yes,no,no,no,yes,146.0,4.0,4.0,no,yes,no,no,95,47,49.0,50.0,48.666666666666664,yes,3,3.0,0,0,1,100.0,no,no
BA,yes,no,no,White,Male,yes,yes,no,3.0,yes,no,no,no,yes,129.0,4.0,6.0,no,yes,no,no,55,46,45.0,34.0,41.666666666666664,no,5,1.0,5,1,1,83.33333333333333,no,no
BA,yes,no,no,White,Female,yes,yes,yes,1.0,yes,no,no,no,yes,120.0,7.0,7.0,no,yes,no,yes,73,59,47.0,83.0,63.0,yes,6,0.0,0,0,1,100.0,no,no
BA,yes,no,no,White,Male,yes,no,no,2.0,no,no,no,no,no,88.0,5.0,5.0,yes,no,no,yes,61,43,65.0,43.0,50.333333333333336,yes,3,3.0,0,2,1,100.0,no,no
BA,yes,no,no,White,Male,yes,yes,yes,2.0,no,no,no,no,no,80.0,4.0,5.0,yes,no,yes,yes,56,65,40.0,,52.5,yes,4,2.0,0,1,1,100.0,no,yes
BA,yes,no,no,White,Male,yes,yes,no,4.0,yes,no,no,no,yes,128.0,4.0,4.0,no,yes,yes,no,74,51,56.0,84.0,63.666666666666664,yes,5,1.0,0,1,0,100.0,no,no
BA,yes,no,no,Black/Black British African,Male,no,yes,no,4.0,yes,yes,no,yes,yes,80.0,4.0,4.0,no,yes,no,yes,61,63,53.0,66.0,60.666666666666664,yes,3,3.0,0,1,2,100.0,no,no
BA,yes,no,no,Black/Black British African,Male,yes,yes,no,4.0,yes,no,no,no,yes,120.0,5.0,4.0,no,yes,no,no,92,57,57.0,46.0,53.333333333333336,yes,3,3.0,0,2,0,100.0,yes,no
BA,yes,no,no,Asian,Male,yes,no,yes,4.0,yes,no,no,no,yes,88.0,4.0,4.0,no,yes,yes,no,60,58,80.0,40.0,59.333333333333336,yes,4,2.0,0,4,0,100.0,yes,no
BA,yes,no,no,Asian,Female,no,no,no,,yes,no,no,no,no,87.0,,,yes,no,yes,no,70,49,42.0,66.0,52.333333333333336,yes,3,3.0,0,2,1,100.0,no,no
BA,yes,no,no,White,Male,yes,yes,yes,3.0,yes,no,no,no,yes,114.0,7.0,5.0,yes,no,yes,no,95,76,85.0,80.0,80.33333333333333,yes,3,3.0,0,2,1,100.0,no,no
BA,yes,yes,no,White,Female,yes,yes,yes,5.0,yes,no,no,no,yes,98.0,,,yes,no,yes,no,53,44,36.0,,40.0,no,3,3.0,2,2,0,33.333333333333336,no,yes
BA,yes,no,no,Asian,Male,yes,yes,yes,4.0,yes,no,no,no,yes,112.0,3.0,5.0,yes,yes,yes,no,96,50,59.0,37.0,48.666666666666664,no,5,1.0,5,0,0,83.33333333333333,no,no
BA,yes,no,no,White,Male,yes,yes,yes,5.0,yes,no,no,no,yes,128.0,3.0,5.0,yes,no,yes,no,74,64,49.0,33.0,48.666666666666664,no,3,3.0,3,2,1,50.0,no,no
BA,yes,no,no,White,Male,yes,,yes,2.0,yes,no,no,no,no,112.0,4.0,6.0,,no,no,yes,89,69,73.0,51.0,64.33333333333333,yes,3,3.0,0,1,2,100.0,no,no
BA,yes,no,no,Black/Black British African,Male,yes,,no,3.0,yes,no,no,no,yes,128.0,4.0,4.0,,no,no,no,100,59,43.0,74.0,58.666666666666664,yes,6,0.0,0,0,0,100.0,no,no
BA,yes,no,no,Asian,Male,yes,no,no,5.0,yes,no,no,no,yes,84.0,4.0,4.0,,yes,no,no,81,51,74.0,59.0,61.333333333333336,yes,5,1.0,0,1,1,100.0,no,no
BA,yes,no,no,White,Male,no,no,no,4.0,yes,no,no,no,yes,91.0,4.0,4.0,,no,no,no,87,47,80.0,46.0,57.666666666666664,yes,3,3.0,0,3,0,100.0,no,no
BA,yes,no,no,White,Female,no,no,no,1.0,yes,no,no,no,yes,148.0,4.0,6.0,,yes,no,yes,87,61,78.0,37.0,58.666666666666664,no,3,3.0,3,0,0,50.0,yes,no
BA,yes,no,no,White,Male,yes,,yes,3.0,yes,no,no,no,yes,168.0,4.0,5.0,no,yes,no,no,65,82,59.0,39.0,60.0,no,4,2.0,2,0,0,33.333333333333336,yes,no
BA,yes,no,no,Asian,Male,yes,,no,2.0,yes,no,no,no,yes,82.0,4.0,4.0,no,yes,no,yes,60,47,55.0,82.0,61.333333333333336,yes,6,0.0,0,0,0,100.0,no,no
BA,yes,no,no,White,Male,no,no,yes,4.0,yes,no,no,no,yes,96.0,4.0,4.0,no,no,no,no,68,62,53.0,64.0,59.666666666666664,yes,5,1.0,0,0,0,100.0,no,no
BA,yes,no,no,White,Male,yes,no,no,2.0,no,no,no,no,no,86.0,5.0,4.0,no,no,yes,yes,81,40,77.0,60.0,59.0,yes,4,2.0,0,2,1,100.0,no,no
BA,yes,yes,no,Asian,Female,no,no,no,3.0,no,no,yes,no,no,,,,,no,no,no,96,77,76.0,76.0,76.33333333333333,yes,6,0.0,0,0,1,100.0,no,no
Ba,yes,no,no,White,Male,yes,,yes,5.0,yes,no,no,no,yes,100.0,7.0,7.0,,no,no,no,76,61,73.0,63.0,65.66666666666667,yes,4,2.0,0,1,0,100.0,no,no
ba,yes,no,no,White,Female,no,no,yes,5.0,no,no,no,no,no,95.0,,,no,no,no,no,88,76,59.0,70.0,68.33333333333333,yes,5,1.0,0,0,1,100.0,no,no
ba,yes,no,yes,Black/Black British African,Female,no,,no,5.0,yes,no,no,no,no,107.0,5.0,5.0,yes,no,yes,yes,96,74,64.0,64.0,67.33333333333333,yes,3,3.0,0,5,0,100.0,yes,no
ba,yes,no,yes,White,Female,no,yes,no,3.0,no,no,yes,no,no,,5.0,5.0,no,no,no,yes,72,77,44.0,77.0,66.0,yes,3,3.0,0,1,1,100.0,no,no
ba,yes,no,no,Black/Black British African,Male,yes,yes,no,2.0,no,no,no,no,yes,80.0,4.0,6.0,yes,no,yes,yes,94,75,47.0,75.0,65.66666666666667,yes,3,3.0,0,1,1,100.0,no,no
ba,yes,no,no,White,Female,yes,yes,no,4.0,yes,no,no,no,yes,102.0,5.0,3.0,no,yes,yes,no,61,45,58.0,72.0,58.333333333333336,yes,3,3.0,0,3,2,100.0,no,no
ba,yes,no,no,Asian,Male,yes,yes,yes,4.0,yes,no,no,no,no,88.0,3.0,4.0,,no,no,no,77,45,54.0,75.0,58.0,yes,3,3.0,0,3,1,100.0,no,no
ba,yes,no,no,White,Female,no,yes,yes,4.0,yes,no,no,no,no,115.0,,,no,yes,no,no,50,42,57.0,82.0,60.333333333333336,yes,4,2.0,0,2,0,100.0,no,no
ba,yes,no,no,Asian,Male,yes,yes,yes,4.0,yes,no,no,no,yes,96.0,6.0,4.0,no,no,no,no,71,78,45.0,49.0,57.333333333333336,yes,3,3.0,0,2,0,100.0,no,no
ba,yes,no,no,Black/Black British African,Male,no,no,no,,no,no,yes,no,no,,,,no,no,yes,,75,77,50.0,64.0,63.666666666666664,yes,5,1.0,0,0,0,100.0,no,no
ba,yes,no,no,White,Female,yes,yes,yes,1.0,yes,no,no,no,yes,80.0,5.0,4.0,no,yes,yes,yes,72,45,62.0,71.0,59.333333333333336,yes,6,0.0,0,0,1,100.0,no,no
ba,yes,no,yes,White,Male,no,no,yes,,no,no,yes,no,,,,,,no,yes,yes,68,60,73.0,67.0,66.66666666666667,yes,3,3.0,0,0,0,100.0,no,no
ba,yes,no,no,White,Male,yes,yes,no,5.0,yes,no,no,no,yes,118.0,4.0,6.0,no,no,yes,,85,52,65.0,42.0,53.0,yes,6,0.0,0,0,0,100.0,no,no
ba,yes,no,no,Asian,Female,yes,,yes,3.0,yes,no,no,no,yes,96.0,4.0,,no,yes,no,,69,57,82.0,49.0,62.666666666666664,yes,3,3.0,0,3,2,100.0,yes,no
ba,yes,no,no,White,Male,no,no,no,3.0,yes,no,no,no,no,144.0,4.0,5.0,no,yes,yes,no,52,30,,,30.0,no,3,2.0,2,0,0,33.333333333333336,no,yes
ba,yes,no,no,White,Male,no,no,no,,no,no,yes,no,no,,,,no,,no,no,95,53,61.0,46.0,53.333333333333336,yes,3,3.0,0,0,2,100.0,no,no
ba,yes,no,no,White,Female,no,no,no,,no,no,yes,no,no,88.0,,4.0,no,,no,no,62,74,54.0,36.0,54.666666666666664,no,4,2.0,4,1,0,66.66666666666667,yes,no
ba,yes,no,no,White,Female,no,no,no,4.0,yes,no,no,no,yes,112.0,5.0,4.0,,,no,no,76,69,47.0,56.0,57.333333333333336,yes,3,3.0,0,0,1,100.0,no,no
ba,yes,no,no,Asian,Female,yes,,no,3.0,yes,no,no,no,yes,112.0,5.0,3.0,no,yes,yes,no,72,45,57.0,58.0,53.333333333333336,yes,5,1.0,0,2,1,100.0,no,no
ba,yes,no,no,Asian,Female,yes,,no,3.0,yes,no,no,no,yes,162.0,6.0,6.0,no,yes,no,no,83,85,79.0,45.0,69.66666666666667,yes,4,2.0,0,3,0,100.0,no,no
ba,yes,no,no,White,Male,yes,no,no,4.0,yes,no,no,no,no,84.0,5.0,5.0,no,yes,yes,no,46,38,,,38.0,no,3,0.0,3,0,1,50.0,no,yes
ba,yes,no,no,Other ethnic background,Female,no,no,no,,yes,no,yes,no,no,104.0,,,,,no,no,80,66,51.0,58.0,58.333333333333336,yes,3,3.0,0,1,0,100.0,no,no
ba,yes,no,no,White,Male,no,no,no,5.0,yes,no,no,no,yes,96.0,,,no,,yes,no,99,75,47.0,51.0,57.666666666666664,yes,3,3.0,0,2,0,100.0,no,no
ba,yes,no,no,Asian,Male,yes,no,no,5.0,yes,no,no,no,yes,96.0,4.0,4.0,no,yes,yes,no,63,67,79.0,49.0,65.0,yes,3,3.0,0,3,1,100.0,no,no
ba,yes,no,no,Asian,Male,yes,no,no,3.0,yes,no,no,no,yes,96.0,4.0,5.0,,,no,no,61,85,80.0,59.0,74.66666666666667,yes,4,2.0,0,1,1,100.0,no,no
ba,yes,no,no,White,Male,yes,yes,yes,4.0,yes,no,no,no,no,96.0,5.0,5.0,yes,no,yes,no,53,39,,,39.0,no,2,0.0,2,0,0,33.333333333333336,no,yes
ba,yes,no,no,White,Male,yes,yes,yes,4.0,yes,no,no,no,yes,114.0,3.0,4.0,no,yes,yes,no,87,66,48.0,64.0,59.333333333333336,yes,3,3.0,0,1,1,100.0,no,no
ba,yes,no,no,White,Male,yes,yes,no,4.0,yes,no,no,no,yes,84.0,6.0,4.0,yes,no,yes,no,98,81,59.0,79.0,73.0,yes,4,2.0,0,0,1,100.0,no,no
ba,yes,no,no,White,Male,yes,yes,yes,1.0,yes,no,no,no,yes,104.0,5.0,4.0,yes,no,yes,yes,85,63,81.0,61.0,68.33333333333333,yes,6,0.0,0,0,0,100.0,no,no
ba,yes,no,no,White,Female,yes,yes,yes,4.0,yes,no,no,no,yes,90.0,2.0,4.0,yes,no,no,no,99,70,67.0,70.0,69.0,yes,3,3.0,0,1,1,100.0,no,no
ba,yes,no,no,White,Male,yes,yes,yes,5.0,yes,no,no,no,yes,98.0,5.0,4.0,no,yes,yes,no,61,47,76.0,,61.5,yes,6,0.0,0,0,0,100.0,no,no
ba,yes,no,no,White,Female,yes,yes,no,4.0,yes,no,no,no,yes,84.0,6.0,4.0,yes,no,yes,no,97,41,71.0,,56.0,yes,3,3.0,0,2,1,100.0,no,no
ba,yes,no,no,Asian,Male,yes,,no,4.0,yes,no,no,no,yes,136.0,4.0,5.0,no,yes,no,no,75,52,62.0,,57.0,yes,3,3.0,0,2,2,100.0,no,no
ba,yes,no,no,Black/Black British African,Male,yes,,yes,4.0,yes,no,no,no,yes,91.0,4.0,4.0,no,yes,yes,no,65,73,70.0,,71.5,yes,4,2.0,0,0,0,100.0,no,no
ba,yes,no,no,White,Female,no,no,yes,5.0,yes,no,no,no,yes,92.0,,,no,no,yes,no,79,66,32.0,,49.0,no,6,0.0,4,1,0,66.66666666666667,yes,no
ba,yes,no,no,White,Male,yes,no,yes,5.0,yes,no,no,no,yes,88.0,4.0,6.0,no,yes,yes,no,77,60,39.0,,49.5,no,4,2.0,5,0,1,83.33333333333333,yes,no
ba,yes,no,no,Black/Black British African,Female,no,no,no,5.0,no,no,no,yes,yes,118.0,6.0,,yes,no,yes,yes,75,66,60.0,,63.0,yes,5,1.0,0,1,0,100.0,no,no
ba,yes,no,no,White,Male,no,no,no,2.0,yes,no,no,no,no,101.0,5.0,5.0,yes,no,yes,yes,49,44,81.0,,62.5,yes,5,1.0,0,1,1,100.0,no,no
ba,yes,no,no,White,Male,yes,no,no,5.0,yes,no,no,no,no,103.0,5.0,4.0,no,yes,yes,no,40,49,70.0,,68.0,yes,6,0.0,0,0,0,100.0,no,no
ba,yes,no,no,White,Male,yes,,no,2.0,yes,no,no,no,yes,114.0,5.0,6.0,no,yes,no,yes,92,40,80.0,,60.0,yes,3,3.0,0,1,0,100.0,no,no
ba,yes,no,no,Asian,Male,yes,no,yes,5.0,yes,no,no,no,yes,98.0,4.0,4.0,no,yes,yes,no,88,41,61.0,,51.0,yes,5,1.0,0,3,1,100.0,no,no
ba,yes,yes,no,Other ethnic background,Female,yes,no,yes,4.0,yes,yes,no,no,yes,103.0,,,no,yes,yes,yes,100,46,48.0,0.0,47.0,yes,4,2.0,0,0,0,100.0,no,no
ba,yes,no,no,Other ethnic background,Male,no,no,no,,no,no,no,no,no,99.0,5.0,4.0,yes,no,yes,no,78,50,55.0,,52.5,yes,4,2.0,0,1,0,100.0,no,no
ba,yes,no,no,White,Female,yes,,no,5.0,yes,no,no,no,yes,111.0,8.0,5.0,yes,no,yes,no,80,72,52.0,,62.0,yes,3,3.0,0,4,0,100.0,yes,no
ba,yes,no,yes,White,Male,yes,,yes,4.0,yes,no,no,no,no,125.0,8.0,7.0,no,yes,yes,yes,95,52,82.0,,67.0,yes,5,1.0,0,1,1,100.0,no,no
ba,yes,no,no,Asian,Male,yes,no,no,1.0,yes,no,no,no,yes,96.0,6.0,7.0,yes,no,yes,yes,79,84,68.0,,76.0,yes,3,3.0,0,2,2,100.0,no,no
ba,yes,no,no,Asian,Male,yes,,no,3.0,yes,no,no,no,yes,100.0,4.0,4.0,no,yes,yes,no,76,80,54.0,,67.0,yes,3,3.0,0,0,0,100.0,no,no
ba,yes,no,no,Other ethnic background,Male,yes,,yes,4.0,yes,no,no,no,yes,111.0,5.0,6.0,yes,,no,no,89,50,74.0,,62.0,yes,6,0.0,0,0,0,100.0,no,no
ba,yes,no,no,White,Female,yes,yes,yes,5.0,yes,no,no,no,yes,109.0,5.0,6.0,no,yes,yes,no,62,40,84.0,,62.0,yes,5,1.0,0,1,1,100.0,no,no
ba,yes,no,yes,White,Male,yes,yes,yes,4.0,yes,no,no,no,no,106.0,2.0,5.0,no,yes,yes,yes,78,75,69.0,,72.0,yes,6,0.0,0,0,0,100.0,no,no
ba,yes,no,no,White,Female,no,no,no,3.0,yes,no,no,no,no,103.0,5.0,6.0,yes,,yes,no,94,85,41.0,,63.0,yes,3,3.0,0,3,1,100.0,no,no
ba,yes,no,no,Other ethnic background,Male,yes,no,no,4.0,yes,no,no,no,yes,112.0,5.0,4.0,no,yes,no,no,85,51,84.0,,67.5,yes,5,1.0,0,1,0,100.0,no,no
ba,yes,no,no,White,Female,no,yes,yes,1.0,yes,no,no,no,yes,128.0,4.0,6.0,,,yes,no,87,57,53.0,,55.0,yes,5,1.0,0,0,0,100.0,no,no
ba,yes,no,no,Asian,Male,yes,yes,yes,4.0,yes,no,no,no,yes,95.0,5.0,4.0,no,yes,yes,no,91,60,48.0,,54.0,yes,3,3.0,0,1,1,100.0,no,no
ba,yes,no,no,Other ethnic background,Female,yes,yes,no,4.0,yes,no,no,no,yes,100.0,4.0,3.0,no,yes,yes,no,78,85,70.0,,77.5,yes,4,2.0,0,0,1,100.0,no,no
ba,yes,no,no,Black/Black British African,Female,yes,yes,no,3.0,yes,no,no,no,no,113.0,5.0,3.0,no,yes,no,no,100,75,44.0,,59.5,yes,3,3.0,0,0,1,100.0,no,no
ba,yes,no,no,White,Male,no,no,yes,3.0,no,no,no,no,no,98.0,,8.0,,,no,no,83,83,57.0,,70.0,yes,5,1.0,0,2,2,100.0,no,no
ba,yes,no,no,Asian,Female,no,no,yes,,no,no,yes,no,no,100.0,6.0,5.0,no,no,no,no,66,72,69.0,,70.5,yes,3,3.0,0,3,2,100.0,no,no
ba,yes,no,yes,White,Male,no,no,no,3.0,yes,no,no,no,yes,95.0,2.0,2.0,no,yes,no,yes,69,66,53.0,,59.5,yes,3,3.0,0,1,1,100.0,no,no
ba,yes,no,no,Other ethnic background,Female,no,yes,no,,no,no,yes,no,no,114.0,,,no,no,no,no,78,85,83.0,,84.0,yes,3,3.0,0,2,1,100.0,no,no
ba,yes,no,no,Asian,Female,no,no,no,,no,no,yes,no,no,106.0,4.0,4.0,,no,no,no,87,50,41.0,,45.5,yes,2,4.0,0,4,1,100.0,yes,no
ba,yes,no,no,Asian,Male,yes,yes,yes,5.0,no,no,no,no,yes,104.0,5.0,6.0,,no,no,no,63,40,37.0,,38.5,no,6,0.0,4,0,1,66.66666666666667,yes,no
ba,yes,no,no,White,Female,no,no,yes,5.0,yes,no,no,no,no,107.0,6.0,7.0,no,yes,no,no,42,42,38.0,,40.0,no,3,3.0,4,2,1,66.66666666666667,no,yes
ba,yes,no,no,White,Male,yes,yes,no,3.0,yes,no,no,no,no,103.0,5.0,6.0,no,yes,yes,no,94,67,54.0,,60.5,yes,5,1.0,0,0,0,100.0,no,no
ba,yes,no,no,White,Male,yes,yes,yes,4.0,yes,no,no,no,no,100.0,5.0,4.0,,no,yes,no,74,59,74.0,,66.5,yes,4,2.0,0,0,0,100.0,no,no
ba,yes,no,no,Other ethnic background,Female,no,no,yes,3.0,yes,no,no,no,no,113.0,3.0,6.0,no,yes,no,no,64,41,72.0,,56.5,yes,3,3.0,0,3,0,100.0,no,no
ba,yes,no,no,White,Male,no,no,yes,2.0,yes,no,no,no,yes,118.0,5.0,5.0,,no,yes,yes,99,47,73.0,,60.0,yes,6,0.0,0,0,1,100.0,no,no
ba,yes,no,no,White,Female,yes,yes,no,5.0,yes,no,no,no,no,102.0,4.0,4.0,,no,yes,no,74,53,70.0,,61.5,yes,3,3.0,0,3,1,100.0,no,no
ba,yes,no,no,Asian,Male,yes,no,yes,5.0,yes,no,no,no,yes,108.0,4.0,4.0,no,yes,yes,no,66,44,56.0,,50.0,yes,3,3.0,0,2,0,100.0,no,no
ba,yes,no,no,Asian,Male,yes,yes,yes,4.0,yes,no,no,no,yes,109.0,4.0,4.0,,no,yes,no,96,75,39.0,,57.0,no,3,3.0,4,2,2,66.66666666666667,yes,no
ba,yes,no,no,White,Male,no,yes,yes,1.0,yes,no,no,no,yes,152.0,6.0,4.0,,no,yes,,90,40,42.0,45.0,43.0,yes,5,1.0,0,1,0,100.0,no,no
ba,yes,no,no,White,Male,no,no,no,,no,no,no,no,no,104.0,6.0,5.0,,no,yes,,73,67,61.0,,64.0,yes,3,3.0,0,2,0,100.0,no,no
ba,yes,no,no,White,Male,no,no,yes,4.0,yes,no,no,no,no,101.0,6.0,6.0,no,yes,no,,83,84,58.0,,71.0,yes,4,2.0,0,2,0,100.0,no,no
ba,yes,no,no,White,Male,no,no,no,,no,no,yes,no,no,104.0,8.0,4.0,no,no,no,,66,56,78.0,,67.0,yes,6,0.0,0,0,0,100.0,no,no
ba,yes,no,no,Black/Black British African,Female,no,no,yes,3.0,yes,no,no,no,no,104.0,,,no,no,yes,no,81,68,81.0,,74.5,yes,4,2.0,0,0,1,100.0,no,no
